取樣日期,經度,緯度,深度(M),銫-137活度,銫-137單位,氚活度,氚單位,類別,地點編號,地點,取樣單位/人,備註
108/03/27,"25°25'04.20""","122°12'25.19""",200,1.88,毫貝克/升,,,海水,,機動檢測,中山大學,
108/03/27,"25°25'04.20""","122°12'25.19""",0-5,0.94,毫貝克/升,,,海水,,機動檢測,中山大學,
108/03/27,25°45'02.99,"121°15'28.20""",0-5,1.12,毫貝克/升,,,海水,,機動檢測,中山大學,
108/03/28,"25°25'04.20""","122°12'25.19""",50,1.13,毫貝克/升,,,海水,,機動檢測,中山大學,
108/04/08,"23°58'52.20""","121°37'27.70""",0-5,1.02,毫貝克/升,,,海水,R-7,花蓮港,偵測中心,
108/04/09,"23°09'34.10""","121°24'10.90""",0-5,0.88,毫貝克/升,,,海水,R-8,成功漁港,偵測中心,
108/04/09,"22°47'26.90""","121°11'32.10""",0-5,1.42,毫貝克/升,,,海水,,富岡漁港,偵測中心,
108/04/15,"24°50'50.83""","120°55'28.19""",0-5,1.22,毫貝克/升,,,海水,R-4,南寮漁港,偵測中心,
108/04/16,"23°58'19.09""","120°19'25.97""",0-5,1.09,毫貝克/升,,,海水,R-3,王功漁港,偵測中心,
108/04/16,"23°27'10.94""","120°08'17.36""",0-5,1.27,毫貝克/升,,,海水,R-2,東石漁港,偵測中心,
108/04/19,"25°08'40.48""","121°47'29.32""",0-5,1.1,毫貝克/升,,,海水,R-5,八斗子,偵測中心,
108/04/19,"22°37'03.12""","120°16'05.45""",0-5,1.32,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
108/04/19,"24°34'55.12""","121°52'06.06""",0-5,1.24,毫貝克/升,,,海水,R-6,南方澳,偵測中心,
108/04/20,25°10'26.99,"121°55'14.40""",50,1.19,毫貝克/升,,,海水,,機動檢測,中山大學,
108/04/20,25°10'26.99,"121°55'14.40""",125,1.87,毫貝克/升,,,海水,,機動檢測,中山大學,
108/04/20,25°10'26.99,"121°55'14.40""",200,1.48,毫貝克/升,,,海水,,機動檢測,中山大學,
108/04/20,25°10'26.99,"121°55'14.40""",0-5,1.15,毫貝克/升,,,海水,,機動檢測,中山大學,
108/04/26,25°23'46.01,"121°21'24.96""",0-5,1.15,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/01,22°59'29.27,"119°58'54.48""",50,1.83,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/01,22°59'29.27,"119°58'54.48""",75,1.26,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/01,22°59'29.27,"119°58'54.48""",100,1,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/01,22°59'29.27,"119°58'54.48""",0-5,1.1,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/01,"21°48'00.02""","120°42'00.01""",0-5,1.03,毫貝克/升,,,海水,,機動檢測,海巡署,
108/05/01,"21°51'35.99""","120°55'48.00""",0-5,1.29,毫貝克/升,,,海水,,機動檢測,海巡署,
108/05/01,"21°57'36.00""","120°35'24.00""",0-5,1.3,毫貝克/升,,,海水,,機動檢測,海巡署,
108/05/09,"21°53'51.90""","120°44'57.50""",0-5,0.85,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/09,"21°54'20.30""","120°48'50.70""",0-5,1.01,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/09,"21°57'18.90""","120°45'44.80""",0-5,1.13,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/25,"23°04'35.60""","119°56'55.25""",50,1.01,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/25,"23°04'35.60""","119°56'55.25""",75,1.27,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/25,"23°04'35.60""","119°56'55.25""",100,1.07,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/25,"23°04'35.60""","119°56'55.25""",0-5,1.39,毫貝克/升,,,海水,,機動檢測,中山大學,
108/05/30,"20°29'00.00""","116°41'00.00""",0-5,1.12,毫貝克/升,,,海水,,機動檢測,海巡署,
108/05/31,"20°35'00.00""","116°45'00.00""",0-5,1.42,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/01,"20°53'00.00""","116°52'00.00""",0-5,0.94,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/03,"21°56'22.19""","122°36'45.59""",50,0.94,毫貝克/升,,,海水,,機動檢測,中山大學,
108/06/03,"21°56'22.19""","122°36'45.59""",125,1.14,毫貝克/升,,,海水,,機動檢測,中山大學,
108/06/03,"21°56'22.19""","122°36'45.59""",200,1.44,毫貝克/升,,,海水,,機動檢測,中山大學,
108/06/03,"21°56'22.19""","122°36'45.59""",0-5,0.97,毫貝克/升,,,海水,,機動檢測,中山大學,
108/06/18,"23°20'00.00""","119°40'00.00""",0-5,1.65,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/18,"23°43'00.00""","119°19'00.00""",0-5,1.34,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/18,"23°54'00.00""","119°35'00.00""",0-5,1.41,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/19,"24°49'51.95""","121°57'51.23""",0-5,1.25,毫貝克/升,,,海水,,機動檢測,中山大學,
108/06/25,"25°20'44.00""","121°49'14.00""",0-5,1.42,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/25,"25°21'07.00""","121°46'18.00""",0-5,1.07,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/25,"25°27'81.00""","121°35'47.00""",0-5,0.85,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/30,"10°35'00.00""","114°24'00.00""",0-5,0.95,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/30,"10°40'00.00""","114°39'00.00""",0-5,1.15,毫貝克/升,,,海水,,機動檢測,海巡署,
108/06/30,"10°42'00.00""","114°50'00.00""",0-5,1.35,毫貝克/升,,,海水,,機動檢測,海巡署,
108/07/01,"23°58'52.20""","121°37'27.70""",0-5,0.88,毫貝克/升,,,海水,R-7,花蓮港,偵測中心,
108/07/02,"23°09'34.10""","121°24'10.90""",0-5,1.37,毫貝克/升,,,海水,R-8,成功漁港,偵測中心,
108/07/02,"22°47'26.90""","121°11'32.10""",0-5,1.05,毫貝克/升,,,海水,,富岡漁港 ,偵測中心,
108/07/16,"24°50'50.83""","120°55'28.19""",0-5,1.46,毫貝克/升,,,海水,R-4,南寮漁港 ,偵測中心,
108/07/16,"26°02'24.00""","119°52'12.00""",0-5,1.08,毫貝克/升,,,海水,,機動檢測,海巡署,
108/07/16,"26°03'36.00""","120°00'00.00""",0-5,1.32,毫貝克/升,,,海水,,機動檢測,海巡署,
108/07/16,"26°08'24.00""","120°04'48.00""",0-5,1.08,毫貝克/升,,,海水,,機動檢測,海巡署,
108/07/17,"23°58'19.09""","120°19'25.97""",0-5,1.65,毫貝克/升,,,海水,R-3,王功漁港 ,偵測中心,
108/07/17,"23°27'10.94""","120°08'17.36""",0-5,1.41,毫貝克/升,,,海水,R-2,東石漁港 ,偵測中心,
108/07/23,"25°08'40.48""","121°47'29.32""",0-5,1.21,毫貝克/升,,,海水,R-5,八斗子 ,偵測中心,
108/07/23,"24°34'55.12""","121°52'06.06""",0-5,1.13,毫貝克/升,,,海水,R-6,南方澳 ,偵測中心,
108/07/31,"22°37'03.12""","120°16'05.45""",0-5,1.3,毫貝克/升,,,海水,R-1,西子灣 ,偵測中心,
108/08/09,"24°23'60.00""","118°30'00.00""",0-5,1.27,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/10,"26°17'00.00""","120°37'00.00""",0-5,1.25,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/10,"26°18'00.00""","120°24'00.00""",0-5,1.45,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/10,"26°28'00.00""","120°37'00.00""",0-5,1.34,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/11,"24°22'12.00""","118°27'00.00""",0-5,1.38,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/15,"23°37'12.29""","119°53'23.81""",0-5,1.25,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/15,"24°21'00.00""","118°19'12.00""",0-5,1.4,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/18,"22°00'00.00""","119°40'47.64""",110,1.47,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/18,"22°00'00.00""","119°40'47.64""",300,2.15,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/18,"22°00'00.00""","119°40'47.64""",0-5,1.11,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/21,"23°41'21.18""","119°36'59.40""",0-5,1.47,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/21,"23°43'45.12""","119°40'15.30""",0-5,1.35,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/21,"23°44'49.20""","119°43'13.32""",0-5,1.27,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/21,"21°54'00.00""","121°42'00.00""",0-5,1.16,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/21,"21°54'00.00""","121°30'00.00""",0-5,1.01,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/21,"22°00'00.00""","121°42'00.00""",0-5,1.25,毫貝克/升,,,海水,,機動檢測,海巡署,
108/08/23,"21°53'51.90""","120°44'57.50""",0-5,1.1,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/23,"21°54'20.30""","120°48'50.70""",0-5,1.38,毫貝克/升,,,海水,,機動檢測,中山大學,
108/08/23,"21°57'18.90""","120°45'44.80""",0-5,1.45,毫貝克/升,,,海水,,機動檢測,中山大學,
108/09/28,"23°04'35.60""","119°56'55.25""",50,1.1,毫貝克/升,,,海水,,機動檢測,中山大學,
108/09/28,"23°04'35.60""","119°56'55.25""",0-5,1.37,毫貝克/升,,,海水,,機動檢測,中山大學,
108/09/28,"23°41'21.18""","119°36'59.40""",0-5,1.5,毫貝克/升,,,海水,,機動檢測,中山大學,
108/09/28,"23°43'45.12""","119°40'15.30""",0-5,1.15,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/01,"24°50'50.83""","120°55'28.19""",0-5,0.72,毫貝克/升,,,海水,R-4,南寮漁港,偵測中心,
108/10/02,"23°58'19.09""","120°19'25.97""",0-5,0.94,毫貝克/升,,,海水,R-3,王功漁港,偵測中心,
108/10/02,"23°27'10.94""","120°08'17.36""",0-5,1.1,毫貝克/升,,,海水,R-2,東石漁港,偵測中心,
108/10/05,25°23'46.01,"121°21'24.96""",50,1.62,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/05,25°45'02.99,"121°15'28.20""",50,1.43,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/05,25°23'46.01,"121°21'24.96""",0-5,1.2,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/05,25°45'02.99,"121°15'28.20""",0-5,1.6,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"23°58'52.20""","121°37'27.70""",0-5,0.99,毫貝克/升,,,海水,R-7,花蓮港,偵測中心,
108/10/07,"21°54'00.00""","122°34'31.74""",50,1.22,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"21°54'20.82""","122°35'37.86""",125,1.46,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"21°54'20.82""","122°35'37.86""",200,2.03,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"21°53'43.68""","122°34'53.45""",400,2.1,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"21°53'43.68""","122°34'53.45""",600,0.9,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"21°53'39.48""","122°34'53.09""",800,0.68,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"21°53'39.48""","122°34'53.09""",1000,0.83,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/07,"21°53'43.68""","122°34'53.45""",0-5,1.24,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/08,"23°09'34.10""","121°24'10.90""",0-5,1.17,毫貝克/升,,,海水,R-8,成功漁港,偵測中心,
108/10/08,"22°47'26.90""","121°11'32.10""",0-5,1.29,毫貝克/升,,,海水,,富岡漁港,偵測中心,
108/10/11,"23°37'12.29""","119°53'23.81""",50,1.35,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/11,"23°37'12.29""","119°53'23.81""",0-5,1.07,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/15,"22°37'03.12""","120°16'05.45""",0-5,1.39,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
108/10/15,"24°34'55.12""","121°52'06.06""",0-5,1.1,毫貝克/升,,,海水,R-6,南方澳,偵測中心,
108/10/18,"25°08'40.48""","121°47'29.32""",0-5,1.43,毫貝克/升,,,海水,R-5,八斗子,偵測中心,
108/10/25,"25°10'32.34""","121°45'48.96""",3,1.39,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/25,"25°10'32.34""","121°45'48.96""",30,1.51,毫貝克/升,,,海水,,機動檢測,中山大學,
108/10/29,"25°20'44.00""","121°49'14.00""",0-5,1.28,毫貝克/升,,,海水,,機動檢測,海巡署,
108/10/29,"25°21'07.00""","121°46'18.00""",0-5,1.04,毫貝克/升,,,海水,,機動檢測,海巡署,
108/10/29,"25°27'81.00""","121°35'47.00""",0-5,1.71,毫貝克/升,,,海水,,機動檢測,海巡署,
108/11/13,"21°53'51.90""","120°44'57.50""",1,1.22,毫貝克/升,,,海水,,機動檢測,中山大學,
108/11/13,"21°54'20.30""","120°48'50.70""",1,1.53,毫貝克/升,,,海水,,機動檢測,中山大學,
108/11/13,"21°57'18.90""","120°45'44.80""",1,0.91,毫貝克/升,,,海水,,機動檢測,中山大學,
108/11/13,"20°29'00.00""","116°41'00.00""",0-5,1.31,毫貝克/升,,,海水,,機動檢測,海巡署,
108/11/13,"20°35'00.00""","116°45'00.00""",0-5,1.67,毫貝克/升,,,海水,,機動檢測,海巡署,
108/11/13,"20°53'00.00""","116°52'00.00""",0-5,1.18,毫貝克/升,,,海水,,機動檢測,海巡署,
108/11/23,"22°22'00.84""","120°16'39.00""",1,0.97,毫貝克/升,,,海水,,機動檢測,中山大學,
108/11/23,"22°22'00.84""","120°16'39.00""",200,1.4,毫貝克/升,,,海水,,機動檢測,中山大學,
108/11/23,"22°22'00.84""","120°16'39.00""",400,1.04,毫貝克/升,,,海水,,機動檢測,中山大學,
109/01/04,"21°54'00.00""","121°30'00.00""",0-5,1.27,毫貝克/升,,,海水,,機動檢測,海巡署,
109/01/04,"21°54'00.00""","121°24'00.00""",0-5,1.03,毫貝克/升,,,海水,,機動檢測,海巡署,
109/01/04,"22°00'00.00""","121°42'00.00""",0-5,1.03,毫貝克/升,,,海水,,機動檢測,海巡署,
109/01/14,"22°37'03.12""","120°16'05.45""",0-5,1.33,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
109/01/16,"23°09'34.10""","121°24'10.90""",0-5,0.93,毫貝克/升,,,海水,R-8,成功漁港,偵測中心,
109/01/16,"23°58'52.20""","121°37'27.70""",0-5,0.89,毫貝克/升,,,海水,R-7,花蓮港,偵測中心,
109/01/17,"22°20'06.30""","120°53'49.70""",0-5,0.94,毫貝克/升,,,海水,R-9,大武漁港,偵測中心,
109/01/20,"24°50'50.83""","120°55'28.19""",0-5,1.22,毫貝克/升,,,海水,R-4,南寮漁港,偵測中心,
109/01/21,"23°58'19.09""","120°19'25.97""",0-5,1.11,毫貝克/升,,,海水,R-3,王功漁港,偵測中心,
109/01/22,"23°27'10.94""","120°08'17.36""",0-5,1.04,毫貝克/升,,,海水,R-2,東石漁港,偵測中心,
109/02/03,"25°08'40.48""","121°47'29.32""",0-5,1.38,毫貝克/升,,,海水,R-5,八斗子,偵測中心,
109/02/03,"24°34'55.12""","121°52'06.06""",0-5,0.87,毫貝克/升,,,海水,R-6,南方澳,偵測中心,
109/02/12,"21°53'51.90""","120°44'57.50""",1,1.04,毫貝克/升,,,海水,,機動檢測,中山大學,
109/02/12,"21°54'20.30""","120°48'50.70""",1,0.84,毫貝克/升,,,海水,,機動檢測,中山大學,
109/02/12,"21°57'18.90""","120°45'44.80""",1,1.23,毫貝克/升,,,海水,,機動檢測,中山大學,
109/02/13,"22°37'03.12""","120°16'05.45""",0-5,1.34,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
109/03/06,"22°37'03.12""","120°16'05.45""",0-5,1.35,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
109/03/13,"20°30'00.00""","116°30'00.00""",0-5,1.37,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/13,"20°30'00.00""","116°42'00.00""",0-5,1.21,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/13,"20°48'00.00""","116°42'00.00""",0-5,1.32,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/13,"23°23'00.00""","119°37'00.00""",0-5,1.46,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/16,"10°24'00.00""","114°12'00.00""",0-5,1.05,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/18,"23°38'00.00""","119°25'00.00""",0-5,1.26,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/18,"23°46'00.00""","119°26'00.00""",0-5,1.15,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/19,"22°18'10.14""","120°25'23.29""",1,1.31,毫貝克/升,,,海水,,機動檢測,中山大學,
109/03/19,"10°30'00.00""","114°30'00.00""",0-5,1.02,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/19,"10°30'00.00""","114°18'00.00""",0-5,1.12,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/30,"21°48'00.02""","120°42'00.01""",0-5,0.85,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/30,"21°51'35.99""","120°55'48.00""",0-5,0.94,毫貝克/升,,,海水,,機動檢測,海巡署,
109/03/30,"21°57'36.00""","120°35'24.00""",0-5,1.18,毫貝克/升,,,海水,,機動檢測,海巡署,
109/04/01,"22°37'03.12""","120°16'05.45""",0-5,1.11,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
109/04/08,"24°50'50.83""","120°55'28.19""",0-5,1.29,毫貝克/升,,,海水,R-4,南寮漁港,偵測中心,
109/04/09,"23°58'19.09""","120°19'25.97""",0-5,1.2,毫貝克/升,,,海水,R-3,王功漁港,偵測中心,
109/04/10,"23°27'10.94""","120°08'17.36""",0-5,1.19,毫貝克/升,,,海水,R-2,東石漁港,偵測中心,
109/04/14,"25°08'40.48""","121°47'29.32""",0-5,1.63,毫貝克/升,,,海水,R-5,八斗子,偵測中心,
109/04/14,"24°34'55.12""","121°52'06.06""",0-5,1.16,毫貝克/升,,,海水,R-6,南方澳,偵測中心,
109/04/19,"24°21'00.00""","118°19'12.00""",0-5,1.23,毫貝克/升,,,海水,,機動檢測,海巡署,
109/04/19,"24°22'12.00""","118°27'00.00""",0-5,1.41,毫貝克/升,,,海水,,機動檢測,海巡署,
109/04/19,"24°24'00.00""","118°30'00.00""",0-5,1.61,毫貝克/升,,,海水,,機動檢測,海巡署,
109/04/23,"23°09'34.10""","121°24'10.90""",0-5,1.13,毫貝克/升,,,海水,R-8,成功漁港,偵測中心,
109/04/23,"23°58'52.20""","121°37'27.70""",0-5,1.1,毫貝克/升,,,海水,R-7,花蓮港,偵測中心,
109/04/24,"22°20'06.30""","120°53'49.70""",0-5,1.09,毫貝克/升,,,海水,R-9,大武漁港,偵測中心,
109/04/26,"21°54'00.00""","121°30'00.00""",0-5,0.88,毫貝克/升,,,海水,,機動檢測,海巡署,
109/04/26,"21°54'00.00""","121°24'00.00""",0-5,0.74,毫貝克/升,,,海水,,機動檢測,海巡署,
109/04/26,"22°00'00.00""","121°42'00.00""",0-5,0.86,毫貝克/升,,,海水,,機動檢測,海巡署,
109/05/04,"22°37'03.12""","120°16'05.45""",0-5,1.06,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
109/05/09,"23°31'08.28""","119°54'41.16""",5,1.36,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/09,"23°39'43.50""","119°51'18.42""",5,0.96,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/09,"23°31'08.28""","119°54'41.16""",50,1.47,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/09,"23°39'43.50""","119°51'18.42""",50,0.92,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/09,"23°31'08.28""","119°54'41.16""",70,1.58,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/09,"23°39'43.50""","119°51'18.42""",70,1.45,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/09,"23°39'43.50""","119°51'18.42""",100,1.34,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/09,"23°31'08.28""","119°54'41.16""",107,1.5,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",1,1.23,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",50,1.1,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",100,1.41,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",150,1.42,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",200,1.81,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",250,1.89,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",300,2.22,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",400,1.22,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/10,"22°05'14.76""","119°59'36.05""",600,0.62,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/20,"21°53'51.90""","120°44'57.50""",1,1.1,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/20,"21°54'20.30""","120°48'50.70""",1,0.99,毫貝克/升,,,海水,,機動檢測,中山大學,
109/05/20,"21°57'18.90""","120°45'44.80""",1,1.5,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/03,"22°37'03.12""","120°16'05.45""",0-5,1.08,毫貝克/升,,,海水,R-1,西子灣,偵測中心,
109/06/04,"25°00'31.08""","122°10'09.99""",1,0.95,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/04,"25°01'52.69""","122°08'19.99""",1,1.12,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/04,"25°00'31.08""","122°10'09.99""",50,1.11,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/04,"25°01'52.69""","122°08'19.99""",50,0.97,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/04,"25°00'36.76""","122°09'59.68""",125,1.39,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/04,"25°02'08.54""","122°08'28.73""",125,1.28,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/04,"25°02'08.54""","122°08'28.73""",200,1.52,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/04,"25°00'36.76""","122°09'59.68""",300,1.82,毫貝克/升,,,海水,,機動檢測,中山大學,
109/06/20,"26°18'00.00""","120°24'00.00""",0-5,1.06,毫貝克/升,,,海水,,機動檢測,海巡署,
109/06/22,"26°02'24.00""","119°52'12.00""",0-5,1.25,毫貝克/升,,,海水,,機動檢測,海巡署,
